"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18"
"2068","county","Adams County","driving","","Mississippi","United States",100,105.82,103.85,117.72,132.05,130.92,104.44,115,109.05,96.02,102.76,131.67,135.02,86.43,100.13,99.54,108.63,105.57,138.67,167.95,93,97.99,98.79,98.79,119.35,158.94,133.22,108.21,92.17,111.6,97.19,117.55,178.3,174.03,103.31,103.48,100.25,104.11,111.86,170.38,156.85,109.72,111.94,122.5,124.05,131.46,167.28,185.5,104.99,113.78,121.58,101.26,131.5,183.54,198.95,131.25,119.77,131.25,119.94,127.9,158.44,171.34,113.41,107.83,99.96,99.71,85.46,86.76,70.09,55.22,69.25,69.96,72.31,73.73,77.71,71.43,54.08,65.52,66.86,72.94,70.38,69.79,51.11,45.41,67.99,72.1,70.93,68.91,80.65,65.19,38.75,76.5,79.68,81.19,80.1,96.73,79.72,49.98,83.87,84.67,86.38,83.33,97.82,92.38,69.88,93.76,86.59,81.06,95.43,118.68,116.97,88.06,103.56,100.67,102.56,107.12,109.76,134.31,90.49,NA,NA,113.45,100.08,125.68,123.04,95.73,115.12,116.3,112.61,141.73,165.1,161.96,131.8,121.45,122.96,126.73,137.7,153.75,158.27,112.53,131.88,140.22,134.06,125.51,169.04,172.18,99.58,111.52,136.7,143.23,142.56,186.51,195.22,136.57,147.05,151.86,139.72,145.54,176.25,207.42,125.6,143.95,151.11,133.81,152.53,187.98,198.58,146.75,153,133.22,131.42,164.18,205.32,182.24,167.74,147.3,140.34,134.94,156.89,199.16,183.12,145.96,148.89,141.85,158.11,159.41,201.76,207.54,126.73,147.8,145.58,147.38,157.56,180.6,176.54,132.05,151.28,152.62,144.16,153.83,188.69,199.54,133.51,139,153.71,156.85,156.3,191.62,211.69,140.22,143.78,146.67,144.49,145.66,183.03,190.78,138.63,147.26,148.72,156.14,160.87,189.69,204.86,121.91,131.67,140.3,210.81,192.42,240.01,236.61,157.98,168.37,179.43,169.71,188.23,215.37,231.59,181.86,151.65,164.1,151.15,191.2,215.08,201.21,141.94,164.18,174.11,159.49,151.45,204.19,223.59,198.2,140.47,139.55,126.98,162.13,187.6,216.3,144.24,140.22,127.69,139.38,145.54,195.73,180.18,141.18,134.31,132.55,149.43,149.98,130.88,144.78,146,198.11,186.01,150.52,161.21,239.59,275.95,170.63,145.54,145.83,140.72,149.39,200.71,193.59,131.88,132.51,136.28,119.06,131.38,177.92,177.21,127.23,126.02,133.51,115.79,134.69,169.88,179.56,120.61,126.77,122.37,122.33,116.3,170.72,165.52,111.94,113.07,126.06,123.84,134.48,157.31,154.21,121.37,134.35,144.45,152.62,106.91,152.95,159.15,110.72,122.08,126.9,115.5,121.11,169.63,134.81,99.2,120.32,117.6,127.44,131.09,159.15,152.53,106.79,128.36,125.64,121.45,140.13,164.47,140.59,113.49,144.7,153.33,134.35,121.32,101.47,162.92,140.09,146.25,142.77,149.81,134.94,138.21,162.97,116.76,125.09,135.74,111.31,118.85,128.91,132.93,84.58,93.42,126.23,115.17,133.43,154.38,158.53,109.64,129.12,120.78,123.75,117.8,150.65,141.47,101.59,116.09,129.74,114.12,134.19,148.26,152.83,105.24,121.53,134.77,117.39,129.12,155.43,130.54,94.68,120.36,144.83,116.93,138.54,143.7,142.4,88.48,40.85,53.62,55.47,71.47,100.17,130.96,133.1,166.02,177.29,170.09,155.97,163.97,171.43,121.49,132.68,134.14,138.08,150.1,177.46,191.87,134.14,146.12,161.88,167.53,147.8,NA,197.7,144.91,137.54,148.14,132.34,182.95,199.33,198.11,145.96,145.96,142.14,146.29,153.33,202.09,182.07,131.17,151.11,159.36,137.24,170.42,220.78,204.69,145.12,174.49,163.3,168.2,181.94,200.5,205.87,147.09,153.71,157.35,130.37,154.75,170.34,206.62,152.83,136.07,156.77,145.37,163.72,173.06,192.67,143.28,154.13,155.63,161.33,154.42,183.24,195.77,126.81,133.18,133.64,163.01,167.91,217.85,224.55,131.34,140.59,125.39,143.07,170.55,211.31,250.36,158.69,149.98,149.1,150.82,158.65,190.11,197.36,146.8,165.19,158.53,158.53,172.27,211.02,210.85,169.54,143.9,146.29,158.53,176.75,220.95,198.83,144.99,147.05,163.59,158.94,185.42,231.46,232.47,151.03,156.39,160.24,169.63,183.79,195.18,206.37,145.29,159.57,174.07,171.68,183.7,210.26,216.38,154.67,165.65,164.68,165.56,193.93,222.37,237.29,242.94,185.97,157.35,170.3,177.04,207.29,182.95,140.22,160.75,166.61,170.13,165.94,200,191.79,156.81,175.7,161.37,174.15,165.06,204.06,196.48,143.19,168.83,160.03,169.17,180.18,201.55,177.59,133.6,143.74,157.06,152.2,156.56,188.6,183.66,136.99,149.1,152.62,145.75,162.92,187.56,178.01,124.42,153.58,145.37,150.44,159.41,213.15,205.49,129.83,140.05,144.37,144.49,154.59,180.31,224.13,118.35,148.72,223.8,223.96,224.38,256.93,243.23,161.83,161.16,186.8,175.87,167.11,208.97,181.82,119.82,145.33,142.56,141.94,158.69,199.33,187.89
"2090","county","Alcorn County","driving","","Mississippi","United States",100,97.75,94.17,110.19,126.24,118.58,86.23,97.58,104.84,96.01,102.73,128.9,118.95,76.38,92.74,103.61,97.31,111.18,132.11,126.79,78.8,101.3,102.97,89.26,113.87,132.28,119.5,86.74,97.03,104.46,90.9,127.78,152.42,143.05,93.97,110.74,107.23,111.18,113.26,141.58,143.22,89.5,100.34,112.27,114.52,117.62,162.2,162.78,103.92,117.25,108.93,113.97,125.97,165.47,177.88,106.75,130.71,119.12,119.36,112.34,144.58,136.33,92.54,112.85,97.65,97.61,93.56,103.34,87.53,55.52,77.57,75.9,84.59,89.16,94.34,79.31,57.74,77.54,69.53,77.95,84.32,91,65.68,60.4,73.31,68.51,82.69,98.77,93.25,74.64,45.36,88.85,87.63,92.47,95.23,113.77,97.03,65,100.27,100,96.42,106.44,125.73,99.15,93.39,108.52,106.51,117.55,121.95,148.13,127.33,97.92,117.89,110.5,122.46,128.53,148.26,140.42,86.98,NA,NA,135.21,139.84,161.21,156.17,105.83,139.03,144.89,145.02,165.37,199.45,199.97,139.98,137.7,149.66,159.07,153.78,190.66,172.87,137.15,152.86,153.95,157.91,163.74,193.15,222.02,147.99,147.68,163.43,165.92,174.71,205.56,208.42,149.76,162.88,176.14,175.43,171.1,216.77,223.35,134.01,153.82,169.73,161.93,183.33,207.33,223.72,161.42,163.63,169.05,171.37,199.63,207.67,163.39,161.55,176.21,160.84,161.01,180.5,201.4,189.5,137.9,155.59,156.54,161.79,155.32,218.58,193.63,153.51,174.06,161.42,166.12,171.4,206.44,197.03,139.26,158.96,159.17,146.76,161.38,184.56,182.99,159.88,164.93,163.94,150.37,164.28,202.11,197.75,140.83,160.5,151.36,146.42,160.33,197.96,187.29,134.36,149.66,145.47,144.21,153.92,181.7,162.34,135.14,141.27,142.09,144.51,153.61,156.75,157.5,108.79,133.88,146.32,158.11,167.62,226.07,201.26,140.73,157.67,157.19,147.51,161.72,200.17,163.29,111.86,145.64,162.44,142.57,164.11,192.84,176.93,121.71,146.22,141.07,147.92,139.43,185.45,171.71,122.12,133.54,138.79,129,147.85,193.32,178.32,110.74,139.13,146.86,142.37,149.76,170.45,151.06,106.2,138.17,141.65,138.04,151.64,194.17,166.02,112.1,136.3,132.89,147.17,144.21,176.82,180.4,112.41,131.12,136.61,129.82,139.81,171.03,151.19,94.75,115.61,129.28,116.87,126.86,159.27,150.14,105.79,126.35,126.48,123.04,117.66,162.03,145.13,95.26,130.91,126.69,124.44,132.14,159.34,143.15,98.77,131.25,138.38,143.08,81.73,135.72,124.64,100.61,129.45,127.74,126.79,127.95,146.42,142.13,94.48,135.65,132.82,134.9,141.24,151.47,142.23,90.63,118.68,129.48,129.62,130.27,156.13,131.19,86.78,142.43,136.64,141.07,95.74,62.54,133.16,99.59,135.21,142.81,133.71,134.39,86.78,118.88,94.41,128.56,150.37,121.51,125.63,145.36,125.97,90.15,105.86,133.03,128.94,129.79,153.27,132.04,102.42,120.62,122.49,113.91,139.88,145.3,154.77,89.67,113.84,120.31,113.33,119.8,141.85,141.34,92.88,115.2,116.29,125.97,118.58,138.89,137.63,87.18,118.78,129.86,118,112.2,139.6,120.72,55.08,31.9,42.6,52.86,43.59,69.63,75.43,79.04,128.36,149.93,133.37,143.9,157.63,148.98,99.59,126.01,132.89,149.11,137.7,174.95,167.72,112.92,135.96,152.01,151.57,158.28,NA,164.83,117.59,139.26,154.26,103.85,164.72,189.4,176.31,125.63,153.51,135.99,155.11,122.94,196.66,143.49,121.03,152.69,148.81,142.47,165.2,194.55,165.17,94.61,159.07,164.76,158.49,171.98,182.24,180.61,125.84,152.62,145.71,145.4,160.12,209.27,185.34,122.26,151.81,147.92,147.58,162.54,192.16,159.3,124.54,160.29,145.5,146.69,160.12,204.53,192.98,129.96,155.62,144.07,157.29,164.04,206.37,229.24,110.57,145.6,150.68,159.13,175.77,199.59,202.56,125.7,150.55,162.95,160.8,179.38,217.28,187.49,134.97,163.87,158.32,158.21,177.27,235.65,200.07,151.64,146.42,176.31,158.73,174.03,225.49,198.94,130.27,159.2,153.44,162.54,181.39,206.03,200.92,140.05,174.13,168.71,166.33,183.5,218.98,211.83,129.11,151.64,165.3,169.29,192.37,223.14,205.59,153.78,168.71,171.88,163.09,191.31,225.6,186.95,141.24,160.67,171.85,175.97,190.29,212.3,193.63,133.71,161.49,168.06,162.44,175.53,215.27,184.49,130.16,165.44,161.55,172.67,173.96,211.59,191.27,138.38,160.67,158.66,155.25,153.85,218.3,184.29,127.06,160.57,160.63,145.74,153.92,187.93,178.9,124.2,162.1,149.59,146.32,148.7,184.22,165.64,113.84,146.97,142.16,134.12,151.5,173.55,161.25,118.75,137.39,134.56,152.45,160.02,181.53,160.02,100.37,106.85,129.52,133.84,150.31,194.31,176.48,108.76,129.96,150.03,136.5,156.34,178.08,151.77,104.4,139.95,141.92,145.91,156.44,184.59,166.16
"2154","county","Attala County","driving","","Mississippi","United States",100,87.73,96.17,108.69,134.33,128.45,96.51,107.67,112.61,100.26,105.96,126.06,124.7,91.4,97.79,118.4,116.61,119.34,124.62,110.73,77.94,109.28,107.92,103.66,121.89,132.54,107.84,87.56,93.44,104.51,109.88,135.26,150.94,139.35,100.43,102.9,95.83,110.65,120.95,148.13,137.56,97.1,114.91,118.99,126.24,139.35,168.14,143.19,95.91,116.87,107.67,115.25,135.35,157.07,167.63,108.18,145.4,134.58,127.17,139.27,140.89,145.74,88.59,110.56,113.12,111.41,109.97,105.54,107.07,60.56,81.43,77.6,93.7,88.25,101.62,79.56,60.31,85.78,86.03,95.74,91.4,85.26,61.75,52.81,82.88,82.79,86.12,98.72,98.98,70.53,68.4,108.94,106.98,107.58,107.41,121.55,91.74,53.41,94.46,112.61,89.86,112.78,123.85,94.46,80.58,109.97,111.93,113.12,110.05,146,114.99,89.27,104.94,113.2,117.21,133.39,133.73,126.58,93.19,NA,NA,146.59,142.84,152.9,147.79,91.48,146.59,163.29,158.09,159.03,168.23,157.07,122.06,121.81,161.16,141.23,148.81,193.1,164.4,127.94,151.96,158.43,149.23,165.59,181.18,201.7,132.62,133.22,165.08,171.55,181.94,196.51,175.81,124.45,173.08,157.67,162.69,183.39,197.02,189.01,123.42,151.53,164.57,158.35,179.22,186.71,170.87,128.11,172.91,156.13,158.26,202.98,197.02,127.34,134.41,164.82,158.26,160.05,178.53,209.63,204.94,140.12,181.77,166.52,176.41,174.45,185.18,180.49,137.56,171.21,182.03,169.17,184.16,175.38,180.58,118.31,152.98,170.95,172.49,167.97,198.38,171.55,136.97,155.54,160.22,178.36,175.47,191.65,176.75,129.22,161.24,166.7,165.67,178.36,209.03,199.74,128.28,162.1,137.82,154.26,148.55,194.12,183.56,119.93,143.95,155.28,158.18,156.47,227.51,166.78,112.1,150,156.3,159.97,175.89,217.04,201.36,131.18,128.96,160.14,168.57,161.41,195.83,187.05,125.13,165.08,143.95,168.99,150.94,194.8,208.6,136.03,139.78,142.25,139.1,136.97,194.04,171.55,127.51,139.27,148.47,150.34,156.98,189.27,183.39,125.81,151.96,146.17,154.51,172.57,170.1,142.67,115.16,149.06,135.95,162.44,167.89,179.81,177.34,124.28,162.01,144.29,129.39,159.8,181.77,161.67,126.15,136.71,133.22,129.73,138.07,175.47,177.34,125.21,140.12,120.78,119.76,146,175.04,154.94,120.7,138.07,128.02,130.83,133.39,166.78,153.24,97.44,131.77,129.56,138.93,143.95,155.11,158.35,127.77,143.36,157.67,148.47,125.72,148.55,153.15,106.13,127.09,128.96,135.86,132.37,159.97,143.53,96.25,122.91,138.84,141.91,149.57,164.22,147.44,114.82,139.86,142.76,128.11,136.12,168.23,146.76,117.89,141.74,157.84,145.32,119.68,93.7,144.29,124.96,140.63,146.08,154.34,126.41,111.07,136.29,105.37,125.55,142.59,140.89,126.66,158.43,145.23,109.37,93.19,123.42,136.8,133.9,159.97,130.83,106.05,120.1,130.58,113.29,124.87,146.08,143.1,94.72,117.97,140.89,139.78,135.78,166.27,139.52,99.32,121.38,139.61,137.65,141.14,164.05,147.1,103.92,126.06,136.03,144.29,120.78,148.21,113.63,56.9,48.64,62.52,52.9,73.17,104.86,149.15,137.73,176.92,186.63,161.58,169.59,167.21,150.43,125.81,142.33,133.65,165.25,167.55,198.47,175.04,134.16,158.69,167.8,157.16,164.14,NA,175.89,124.19,150.85,156.98,133.65,198.55,204.43,179.56,142.25,161.5,157.75,173.85,147.79,204.94,187.73,137.9,159.45,162.18,148.89,176.83,190.63,211.58,107.92,162.95,166.95,154.34,158.35,178.79,177.26,118.48,149.15,154.34,124.28,168.4,175.55,191.91,109.71,144.55,168.23,140.03,141.57,182.11,187.99,124.45,167.63,159.54,142.25,162.69,197.87,185.01,108.01,144.72,146.59,159.11,160.48,186.63,196.25,106.47,146.42,144.29,139.35,145.57,179.22,171.29,146.34,142.67,166.18,157.07,159.37,199.4,182.37,130.15,143.27,149.06,180.32,186.03,177.51,182.03,131.01,132.03,159.8,155.62,174.87,184.58,179.22,111.07,153.83,158.43,146.51,139.61,193.02,172.06,130.15,178.62,157.07,156.3,172.49,194.72,160.31,115.25,167.89,171.47,165.84,186.03,184.5,189.35,146.08,141.4,155.88,144.21,178.96,207.16,166.61,131.26,155.71,165.67,161.67,172.32,219.68,205.71,131.94,158.18,144.46,161.84,170.1,183.22,169.59,145.14,131.69,158.26,150.09,170.53,188.07,187.56,134.16,154.77,154,156.56,155.37,177.17,183.13,121.89,125.04,146.85,149.06,144.21,165.42,146.93,111.75,136.8,144.12,141.06,154.6,153.92,141.65,104.51,116.35,147.1,132.96,126.24,154.43,142.42,96.34,110.99,118.31,134.33,131.69,168.74,136.63,83.39,83.9,147.79,157.58,169.68,207.41,185.35,101.79,114.65,150.94,140.72,148.21,182.37,170.87,100.51,140.29,127.85,140.2,143.95,176.83,140.63
