geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
city,Honolulu,driving,NA,Hawaii,United States,2020-03-02,97.54
city,Honolulu,driving,NA,Hawaii,United States,2020-03-03,98.88
city,Honolulu,driving,NA,Hawaii,United States,2020-03-04,99.92
city,Honolulu,driving,NA,Hawaii,United States,2020-03-05,107.05
city,Honolulu,driving,NA,Hawaii,United States,2020-03-06,122.98
city,Honolulu,driving,NA,Hawaii,United States,2020-03-07,113.34
city,Honolulu,driving,NA,Hawaii,United States,2020-03-08,93.56
city,Honolulu,driving,NA,Hawaii,United States,2020-03-09,98.54
city,Honolulu,driving,NA,Hawaii,United States,2020-03-10,99.95
city,Honolulu,driving,NA,Hawaii,United States,2020-03-11,99.24
city,Honolulu,driving,NA,Hawaii,United States,2020-03-12,99.25
city,Honolulu,driving,NA,Hawaii,United States,2020-03-13,105.52
city,Honolulu,driving,NA,Hawaii,United States,2020-03-14,99.97
city,Honolulu,driving,NA,Hawaii,United States,2020-03-15,82.01
city,Honolulu,driving,NA,Hawaii,United States,2020-03-16,83.72
city,Honolulu,driving,NA,Hawaii,United States,2020-03-17,74.66
city,Honolulu,driving,NA,Hawaii,United States,2020-03-18,69.9
city,Honolulu,driving,NA,Hawaii,United States,2020-03-19,63.42
city,Honolulu,driving,NA,Hawaii,United States,2020-03-20,64.07
city,Honolulu,driving,NA,Hawaii,United States,2020-03-21,52.3
city,Honolulu,driving,NA,Hawaii,United States,2020-03-22,40.57
city,Honolulu,driving,NA,Hawaii,United States,2020-03-23,46.71
city,Honolulu,driving,NA,Hawaii,United States,2020-03-24,37.4
city,Honolulu,driving,NA,Hawaii,United States,2020-03-25,36.59
city,Honolulu,driving,NA,Hawaii,United States,2020-03-26,34.7
city,Honolulu,driving,NA,Hawaii,United States,2020-03-27,38.43
city,Honolulu,driving,NA,Hawaii,United States,2020-03-28,32.81
city,Honolulu,driving,NA,Hawaii,United States,2020-03-29,27.23
city,Honolulu,driving,NA,Hawaii,United States,2020-03-30,34.62
city,Honolulu,driving,NA,Hawaii,United States,2020-03-31,36.08
city,Honolulu,driving,NA,Hawaii,United States,2020-04-01,35.93
city,Honolulu,driving,NA,Hawaii,United States,2020-04-02,34.68
city,Honolulu,driving,NA,Hawaii,United States,2020-04-03,38.86
city,Honolulu,driving,NA,Hawaii,United States,2020-04-04,35.49
city,Honolulu,driving,NA,Hawaii,United States,2020-04-05,27.61
city,Honolulu,driving,NA,Hawaii,United States,2020-04-06,34.09
city,Honolulu,driving,NA,Hawaii,United States,2020-04-07,34.95
city,Honolulu,driving,NA,Hawaii,United States,2020-04-08,34.8
city,Honolulu,driving,NA,Hawaii,United States,2020-04-09,35.69
city,Honolulu,driving,NA,Hawaii,United States,2020-04-10,38.98
city,Honolulu,driving,NA,Hawaii,United States,2020-04-11,34.21
city,Honolulu,driving,NA,Hawaii,United States,2020-04-12,23.45
city,Honolulu,driving,NA,Hawaii,United States,2020-04-13,34.48
city,Honolulu,driving,NA,Hawaii,United States,2020-04-14,34.47
city,Honolulu,driving,NA,Hawaii,United States,2020-04-15,38.37
city,Honolulu,driving,NA,Hawaii,United States,2020-04-16,37.52
city,Honolulu,driving,NA,Hawaii,United States,2020-04-17,42.41
city,Honolulu,driving,NA,Hawaii,United States,2020-04-18,39.36
city,Honolulu,driving,NA,Hawaii,United States,2020-04-19,31.03
city,Honolulu,driving,NA,Hawaii,United States,2020-04-20,38.02
city,Honolulu,driving,NA,Hawaii,United States,2020-04-21,38
city,Honolulu,driving,NA,Hawaii,United States,2020-04-22,38.86
city,Honolulu,driving,NA,Hawaii,United States,2020-04-23,37.76
city,Honolulu,driving,NA,Hawaii,United States,2020-04-24,42.25
city,Honolulu,driving,NA,Hawaii,United States,2020-04-25,40.92
city,Honolulu,driving,NA,Hawaii,United States,2020-04-26,32.73
city,Honolulu,driving,NA,Hawaii,United States,2020-04-27,38.81
city,Honolulu,driving,NA,Hawaii,United States,2020-04-28,39.78
city,Honolulu,driving,NA,Hawaii,United States,2020-04-29,40.97
city,Honolulu,driving,NA,Hawaii,United States,2020-04-30,46.88
city,Honolulu,driving,NA,Hawaii,United States,2020-05-01,48.86
city,Honolulu,driving,NA,Hawaii,United States,2020-05-02,47.6
city,Honolulu,driving,NA,Hawaii,United States,2020-05-03,36.4
city,Honolulu,driving,NA,Hawaii,United States,2020-05-04,44.1
city,Honolulu,driving,NA,Hawaii,United States,2020-05-05,45.71
city,Honolulu,driving,NA,Hawaii,United States,2020-05-06,50.1
city,Honolulu,driving,NA,Hawaii,United States,2020-05-07,46.29
city,Honolulu,driving,NA,Hawaii,United States,2020-05-08,54
city,Honolulu,driving,NA,Hawaii,United States,2020-05-09,56.69
city,Honolulu,driving,NA,Hawaii,United States,2020-05-10,42.84
city,Honolulu,driving,NA,Hawaii,United States,2020-05-11,NA
city,Honolulu,driving,NA,Hawaii,United States,2020-05-12,NA
city,Honolulu,driving,NA,Hawaii,United States,2020-05-13,49.62
city,Honolulu,driving,NA,Hawaii,United States,2020-05-14,51.37
city,Honolulu,driving,NA,Hawaii,United States,2020-05-15,62.93
city,Honolulu,driving,NA,Hawaii,United States,2020-05-16,61.07
city,Honolulu,driving,NA,Hawaii,United States,2020-05-17,51.63
city,Honolulu,driving,NA,Hawaii,United States,2020-05-18,53.26
city,Honolulu,driving,NA,Hawaii,United States,2020-05-19,55.34
city,Honolulu,driving,NA,Hawaii,United States,2020-05-20,57.06
city,Honolulu,driving,NA,Hawaii,United States,2020-05-21,60.14
city,Honolulu,driving,NA,Hawaii,United States,2020-05-22,70.5
city,Honolulu,driving,NA,Hawaii,United States,2020-05-23,68.57
city,Honolulu,driving,NA,Hawaii,United States,2020-05-24,57.34
city,Honolulu,driving,NA,Hawaii,United States,2020-05-25,52.95
city,Honolulu,driving,NA,Hawaii,United States,2020-05-26,57.47
city,Honolulu,driving,NA,Hawaii,United States,2020-05-27,60.07
city,Honolulu,driving,NA,Hawaii,United States,2020-05-28,62.14
city,Honolulu,driving,NA,Hawaii,United States,2020-05-29,74.22
city,Honolulu,driving,NA,Hawaii,United States,2020-05-30,73.11
city,Honolulu,driving,NA,Hawaii,United States,2020-05-31,58.86
city,Honolulu,driving,NA,Hawaii,United States,2020-06-01,62.23
city,Honolulu,driving,NA,Hawaii,United States,2020-06-02,62.84
city,Honolulu,driving,NA,Hawaii,United States,2020-06-03,63.23
city,Honolulu,driving,NA,Hawaii,United States,2020-06-04,65.21
city,Honolulu,driving,NA,Hawaii,United States,2020-06-05,77.17
city,Honolulu,driving,NA,Hawaii,United States,2020-06-06,78.96
city,Honolulu,driving,NA,Hawaii,United States,2020-06-07,60.42
city,Honolulu,driving,NA,Hawaii,United States,2020-06-08,65.3
city,Honolulu,driving,NA,Hawaii,United States,2020-06-09,66.16
city,Honolulu,driving,NA,Hawaii,United States,2020-06-10,65.43
city,Honolulu,driving,NA,Hawaii,United States,2020-06-11,65.89
city,Honolulu,driving,NA,Hawaii,United States,2020-06-12,79.66
city,Honolulu,driving,NA,Hawaii,United States,2020-06-13,77.41
city,Honolulu,driving,NA,Hawaii,United States,2020-06-14,60.07
city,Honolulu,driving,NA,Hawaii,United States,2020-06-15,73.3
city,Honolulu,driving,NA,Hawaii,United States,2020-06-16,75.41
city,Honolulu,driving,NA,Hawaii,United States,2020-06-17,70.43
city,Honolulu,driving,NA,Hawaii,United States,2020-06-18,69.92
city,Honolulu,driving,NA,Hawaii,United States,2020-06-19,79.6
city,Honolulu,driving,NA,Hawaii,United States,2020-06-20,80.6
city,Honolulu,driving,NA,Hawaii,United States,2020-06-21,57.97
city,Honolulu,driving,NA,Hawaii,United States,2020-06-22,67.76
city,Honolulu,driving,NA,Hawaii,United States,2020-06-23,69.9
city,Honolulu,driving,NA,Hawaii,United States,2020-06-24,70.99
city,Honolulu,driving,NA,Hawaii,United States,2020-06-25,73.68
city,Honolulu,driving,NA,Hawaii,United States,2020-06-26,86.99
city,Honolulu,driving,NA,Hawaii,United States,2020-06-27,81.73
city,Honolulu,driving,NA,Hawaii,United States,2020-06-28,65.87
city,Honolulu,driving,NA,Hawaii,United States,2020-06-29,71.92
city,Honolulu,driving,NA,Hawaii,United States,2020-06-30,74.38
city,Honolulu,driving,NA,Hawaii,United States,2020-07-01,76.68
city,Honolulu,driving,NA,Hawaii,United States,2020-07-02,82.42
city,Honolulu,driving,NA,Hawaii,United States,2020-07-03,83.25
city,Honolulu,driving,NA,Hawaii,United States,2020-07-04,64.67
city,Honolulu,driving,NA,Hawaii,United States,2020-07-05,63.32
city,Honolulu,driving,NA,Hawaii,United States,2020-07-06,74.96
city,Honolulu,driving,NA,Hawaii,United States,2020-07-07,71.78
city,Honolulu,driving,NA,Hawaii,United States,2020-07-08,73.69
city,Honolulu,driving,NA,Hawaii,United States,2020-07-09,73.19
city,Honolulu,driving,NA,Hawaii,United States,2020-07-10,81.3
city,Honolulu,driving,NA,Hawaii,United States,2020-07-11,77.82
city,Honolulu,driving,NA,Hawaii,United States,2020-07-12,61.1
city,Honolulu,driving,NA,Hawaii,United States,2020-07-13,70.86
city,Honolulu,driving,NA,Hawaii,United States,2020-07-14,72.58
city,Honolulu,driving,NA,Hawaii,United States,2020-07-15,73.38
city,Honolulu,driving,NA,Hawaii,United States,2020-07-16,74.33
city,Honolulu,driving,NA,Hawaii,United States,2020-07-17,82.69
city,Honolulu,driving,NA,Hawaii,United States,2020-07-18,82.01
city,Honolulu,driving,NA,Hawaii,United States,2020-07-19,65.35
city,Honolulu,driving,NA,Hawaii,United States,2020-07-20,72.51
city,Honolulu,driving,NA,Hawaii,United States,2020-07-21,73.63
city,Honolulu,driving,NA,Hawaii,United States,2020-07-22,76.25
city,Honolulu,driving,NA,Hawaii,United States,2020-07-23,78.08
city,Honolulu,driving,NA,Hawaii,United States,2020-07-24,84.88
city,Honolulu,driving,NA,Hawaii,United States,2020-07-25,74.55
city,Honolulu,driving,NA,Hawaii,United States,2020-07-26,31.13
city,Honolulu,driving,NA,Hawaii,United States,2020-07-27,63.04
city,Honolulu,driving,NA,Hawaii,United States,2020-07-28,72.44
city,Honolulu,driving,NA,Hawaii,United States,2020-07-29,76.22
city,Honolulu,driving,NA,Hawaii,United States,2020-07-30,77.35
city,Honolulu,driving,NA,Hawaii,United States,2020-07-31,85
city,Honolulu,driving,NA,Hawaii,United States,2020-08-01,81.98
city,Honolulu,driving,NA,Hawaii,United States,2020-08-02,65.32
city,Honolulu,driving,NA,Hawaii,United States,2020-08-03,73.62
city,Honolulu,driving,NA,Hawaii,United States,2020-08-04,73.3
city,Honolulu,driving,NA,Hawaii,United States,2020-08-05,73.83
city,Honolulu,driving,NA,Hawaii,United States,2020-08-06,74.47
city,Honolulu,driving,NA,Hawaii,United States,2020-08-07,81.57
city,Honolulu,driving,NA,Hawaii,United States,2020-08-08,73.87
city,Honolulu,driving,NA,Hawaii,United States,2020-08-09,56.67
city,Honolulu,driving,NA,Hawaii,United States,2020-08-10,68.81
city,Honolulu,driving,NA,Hawaii,United States,2020-08-11,68.07
city,Honolulu,driving,NA,Hawaii,United States,2020-08-12,70.13
city,Honolulu,driving,NA,Hawaii,United States,2020-08-13,71.77
city,Honolulu,driving,NA,Hawaii,United States,2020-08-14,81.68
city,Honolulu,driving,NA,Hawaii,United States,2020-08-15,74.68
city,Honolulu,driving,NA,Hawaii,United States,2020-08-16,60.53
city,Honolulu,driving,NA,Hawaii,United States,2020-08-17,69.26
city,Honolulu,driving,NA,Hawaii,United States,2020-08-18,68.59
city,Honolulu,driving,NA,Hawaii,United States,2020-08-19,68.8
city,Honolulu,driving,NA,Hawaii,United States,2020-08-20,69.9
city,Honolulu,driving,NA,Hawaii,United States,2020-08-21,78.58
city,Honolulu,driving,NA,Hawaii,United States,2020-08-22,72.78
city,Honolulu,driving,NA,Hawaii,United States,2020-08-23,56.41
city,Honolulu,driving,NA,Hawaii,United States,2020-08-24,65.06
city,Honolulu,driving,NA,Hawaii,United States,2020-08-25,67.76
city,Honolulu,driving,NA,Hawaii,United States,2020-08-26,74.03
city,Honolulu,driving,NA,Hawaii,United States,2020-08-27,62.63
city,Honolulu,driving,NA,Hawaii,United States,2020-08-28,65.71
city,Honolulu,driving,NA,Hawaii,United States,2020-08-29,62.37
city,Honolulu,driving,NA,Hawaii,United States,2020-08-30,50.21
city,Honolulu,driving,NA,Hawaii,United States,2020-08-31,59.12
city,Honolulu,driving,NA,Hawaii,United States,2020-09-01,64.73
city,Honolulu,driving,NA,Hawaii,United States,2020-09-02,60.58
city,Honolulu,driving,NA,Hawaii,United States,2020-09-03,63.58
city,Honolulu,driving,NA,Hawaii,United States,2020-09-04,71.21
city,Honolulu,driving,NA,Hawaii,United States,2020-09-05,65.61
city,Honolulu,driving,NA,Hawaii,United States,2020-09-06,52.04
city,Honolulu,driving,NA,Hawaii,United States,2020-09-07,50.26
city,Honolulu,driving,NA,Hawaii,United States,2020-09-08,58.97
city,Honolulu,driving,NA,Hawaii,United States,2020-09-09,59.89
city,Honolulu,driving,NA,Hawaii,United States,2020-09-10,62.1
city,Honolulu,driving,NA,Hawaii,United States,2020-09-11,70.1
city,Honolulu,driving,NA,Hawaii,United States,2020-09-12,68.17
city,Honolulu,driving,NA,Hawaii,United States,2020-09-13,52.13
city,Honolulu,driving,NA,Hawaii,United States,2020-09-14,59.75
city,Honolulu,driving,NA,Hawaii,United States,2020-09-15,61.82
city,Honolulu,driving,NA,Hawaii,United States,2020-09-16,62.53
city,Honolulu,driving,NA,Hawaii,United States,2020-09-17,62.76
city,Honolulu,driving,NA,Hawaii,United States,2020-09-18,71.15
city,Honolulu,driving,NA,Hawaii,United States,2020-09-19,66.51
city,Honolulu,driving,NA,Hawaii,United States,2020-09-20,50.27
city,Honolulu,driving,NA,Hawaii,United States,2020-09-21,56.88
city,Honolulu,driving,NA,Hawaii,United States,2020-09-22,57.86
city,Honolulu,driving,NA,Hawaii,United States,2020-09-23,58.38
city,Honolulu,driving,NA,Hawaii,United States,2020-09-24,63.6
city,Honolulu,driving,NA,Hawaii,United States,2020-09-25,72.12
city,Honolulu,driving,NA,Hawaii,United States,2020-09-26,70.78
city,Honolulu,driving,NA,Hawaii,United States,2020-09-27,54.33
city,Honolulu,driving,NA,Hawaii,United States,2020-09-28,60.77
city,Honolulu,driving,NA,Hawaii,United States,2020-09-29,61.57
city,Honolulu,driving,NA,Hawaii,United States,2020-09-30,66.58
city,Honolulu,driving,NA,Hawaii,United States,2020-10-01,65.18
city,Honolulu,driving,NA,Hawaii,United States,2020-10-02,75.64
city,Honolulu,driving,NA,Hawaii,United States,2020-10-03,73.81
city,Honolulu,driving,NA,Hawaii,United States,2020-10-04,56.06
city,Honolulu,driving,NA,Hawaii,United States,2020-10-05,64.22
city,Honolulu,driving,NA,Hawaii,United States,2020-10-06,64.14
city,Honolulu,driving,NA,Hawaii,United States,2020-10-07,65.06
city,Honolulu,driving,NA,Hawaii,United States,2020-10-08,66.14
city,Honolulu,driving,NA,Hawaii,United States,2020-10-09,84.76
city,Honolulu,driving,NA,Hawaii,United States,2020-10-10,71.64
city,Honolulu,driving,NA,Hawaii,United States,2020-10-11,54.9
city,Honolulu,driving,NA,Hawaii,United States,2020-10-12,59.78
city,Honolulu,driving,NA,Hawaii,United States,2020-10-13,60.29
city,Honolulu,driving,NA,Hawaii,United States,2020-10-14,62.42
city,Honolulu,driving,NA,Hawaii,United States,2020-10-15,66.37
city,Honolulu,driving,NA,Hawaii,United States,2020-10-16,75.62
city,Honolulu,driving,NA,Hawaii,United States,2020-10-17,74.91
city,Honolulu,driving,NA,Hawaii,United States,2020-10-18,59.78
city,Honolulu,driving,NA,Hawaii,United States,2020-10-19,66.29
city,Honolulu,driving,NA,Hawaii,United States,2020-10-20,66.96
city,Honolulu,driving,NA,Hawaii,United States,2020-10-21,69
city,Honolulu,driving,NA,Hawaii,United States,2020-10-22,70.75
city,Honolulu,driving,NA,Hawaii,United States,2020-10-23,81.82
city,Honolulu,driving,NA,Hawaii,United States,2020-10-24,82.27
city,Honolulu,driving,NA,Hawaii,United States,2020-10-25,64.58
city,Honolulu,driving,NA,Hawaii,United States,2020-10-26,71.14
city,Honolulu,driving,NA,Hawaii,United States,2020-10-27,69.49
city,Honolulu,driving,NA,Hawaii,United States,2020-10-28,69.45
city,Honolulu,driving,NA,Hawaii,United States,2020-10-29,72.69
city,Honolulu,driving,NA,Hawaii,United States,2020-10-30,87.89
city,Honolulu,driving,NA,Hawaii,United States,2020-10-31,79.37
city,Honolulu,driving,NA,Hawaii,United States,2020-11-01,60.18
city,Honolulu,driving,NA,Hawaii,United States,2020-11-02,68.73
city,Honolulu,driving,NA,Hawaii,United States,2020-11-03,69.66
city,Honolulu,driving,NA,Hawaii,United States,2020-11-04,65.14
city,Honolulu,driving,NA,Hawaii,United States,2020-11-05,68.53
city,Honolulu,driving,NA,Hawaii,United States,2020-11-06,79.52
city,Honolulu,driving,NA,Hawaii,United States,2020-11-07,78.92
city,Honolulu,driving,NA,Hawaii,United States,2020-11-08,61.79
city,Honolulu,driving,NA,Hawaii,United States,2020-11-09,67.8
city,Honolulu,driving,NA,Hawaii,United States,2020-11-10,73.49
city,Honolulu,driving,NA,Hawaii,United States,2020-11-11,75.9
city,Honolulu,driving,NA,Hawaii,United States,2020-11-12,69.86
city,Honolulu,driving,NA,Hawaii,United States,2020-11-13,82.07
city,Honolulu,driving,NA,Hawaii,United States,2020-11-14,80.14
city,Honolulu,driving,NA,Hawaii,United States,2020-11-15,64.61
city,Honolulu,driving,NA,Hawaii,United States,2020-11-16,68.87
city,Honolulu,driving,NA,Hawaii,United States,2020-11-17,69.86
city,Honolulu,driving,NA,Hawaii,United States,2020-11-18,69.54
city,Honolulu,driving,NA,Hawaii,United States,2020-11-19,69.56
city,Honolulu,driving,NA,Hawaii,United States,2020-11-20,80.21
city,Honolulu,driving,NA,Hawaii,United States,2020-11-21,82.72
city,Honolulu,driving,NA,Hawaii,United States,2020-11-22,62.76
city,Honolulu,driving,NA,Hawaii,United States,2020-11-23,70.79
city,Honolulu,driving,NA,Hawaii,United States,2020-11-24,75.62
city,Honolulu,driving,NA,Hawaii,United States,2020-11-25,82.54
city,Honolulu,driving,NA,Hawaii,United States,2020-11-26,45.61
city,Honolulu,driving,NA,Hawaii,United States,2020-11-27,72.11
city,Honolulu,driving,NA,Hawaii,United States,2020-11-28,73.41
city,Honolulu,driving,NA,Hawaii,United States,2020-11-29,59.6
city,Honolulu,driving,NA,Hawaii,United States,2020-11-30,70.14
city,Honolulu,driving,NA,Hawaii,United States,2020-12-01,71.46
city,Honolulu,driving,NA,Hawaii,United States,2020-12-02,71.74
city,Honolulu,driving,NA,Hawaii,United States,2020-12-03,71.91
city,Honolulu,driving,NA,Hawaii,United States,2020-12-04,82.4
city,Honolulu,driving,NA,Hawaii,United States,2020-12-05,81.97
city,Honolulu,driving,NA,Hawaii,United States,2020-12-06,63.79
city,Honolulu,driving,NA,Hawaii,United States,2020-12-07,70.16
city,Honolulu,driving,NA,Hawaii,United States,2020-12-08,72.63
city,Honolulu,driving,NA,Hawaii,United States,2020-12-09,71.24
city,Honolulu,driving,NA,Hawaii,United States,2020-12-10,73.26
city,Honolulu,driving,NA,Hawaii,United States,2020-12-11,85.4
city,Honolulu,driving,NA,Hawaii,United States,2020-12-12,83.32
city,Honolulu,driving,NA,Hawaii,United States,2020-12-13,66.21
city,Honolulu,driving,NA,Hawaii,United States,2020-12-14,73.55
city,Honolulu,driving,NA,Hawaii,United States,2020-12-15,78.84
city,Honolulu,driving,NA,Hawaii,United States,2020-12-16,78.24
city,Honolulu,driving,NA,Hawaii,United States,2020-12-17,79.86
city,Honolulu,driving,NA,Hawaii,United States,2020-12-18,93.32
city,Honolulu,driving,NA,Hawaii,United States,2020-12-19,87.69
city,Honolulu,driving,NA,Hawaii,United States,2020-12-20,70.59
city,Honolulu,driving,NA,Hawaii,United States,2020-12-21,87.45
city,Honolulu,driving,NA,Hawaii,United States,2020-12-22,87.95
city,Honolulu,driving,NA,Hawaii,United States,2020-12-23,96.76
city,Honolulu,driving,NA,Hawaii,United States,2020-12-24,83.01
city,Honolulu,driving,NA,Hawaii,United States,2020-12-25,42.16
city,Honolulu,driving,NA,Hawaii,United States,2020-12-26,66.32
city,Honolulu,driving,NA,Hawaii,United States,2020-12-27,63.31
city,Honolulu,driving,NA,Hawaii,United States,2020-12-28,81.72
city,Honolulu,driving,NA,Hawaii,United States,2020-12-29,83.07
city,Honolulu,driving,NA,Hawaii,United States,2020-12-30,90.85
city,Honolulu,driving,NA,Hawaii,United States,2020-12-31,85.61
city,Honolulu,driving,NA,Hawaii,United States,2021-01-01,63.57
city,Honolulu,driving,NA,Hawaii,United States,2021-01-02,79.3
city,Honolulu,driving,NA,Hawaii,United States,2021-01-03,66.69
city,Honolulu,driving,NA,Hawaii,United States,2021-01-04,77.23
city,Honolulu,driving,NA,Hawaii,United States,2021-01-05,77.56
city,Honolulu,driving,NA,Hawaii,United States,2021-01-06,75.52
city,Honolulu,driving,NA,Hawaii,United States,2021-01-07,77.14
city,Honolulu,driving,NA,Hawaii,United States,2021-01-08,84.27
city,Honolulu,driving,NA,Hawaii,United States,2021-01-09,80.52
city,Honolulu,driving,NA,Hawaii,United States,2021-01-10,66.19
city,Honolulu,driving,NA,Hawaii,United States,2021-01-11,73.31
city,Honolulu,driving,NA,Hawaii,United States,2021-01-12,73.1
city,Honolulu,driving,NA,Hawaii,United States,2021-01-13,73.47
city,Honolulu,driving,NA,Hawaii,United States,2021-01-14,75.33
city,Honolulu,driving,NA,Hawaii,United States,2021-01-15,86.84
city,Honolulu,driving,NA,Hawaii,United States,2021-01-16,84.23
city,Honolulu,driving,NA,Hawaii,United States,2021-01-17,66.4
city,Honolulu,driving,NA,Hawaii,United States,2021-01-18,68.65
city,Honolulu,driving,NA,Hawaii,United States,2021-01-19,71.71
city,Honolulu,driving,NA,Hawaii,United States,2021-01-20,70.64
city,Honolulu,driving,NA,Hawaii,United States,2021-01-21,72.29
city,Honolulu,driving,NA,Hawaii,United States,2021-01-22,81.66
city,Honolulu,driving,NA,Hawaii,United States,2021-01-23,81.04
city,Honolulu,driving,NA,Hawaii,United States,2021-01-24,63.81
city,Honolulu,driving,NA,Hawaii,United States,2021-01-25,77.69
city,Honolulu,driving,NA,Hawaii,United States,2021-01-26,71.91
city,Honolulu,driving,NA,Hawaii,United States,2021-01-27,74.47
city,Honolulu,driving,NA,Hawaii,United States,2021-01-28,75.39
city,Honolulu,driving,NA,Hawaii,United States,2021-01-29,85.89
city,Honolulu,driving,NA,Hawaii,United States,2021-01-30,86.07
city,Honolulu,driving,NA,Hawaii,United States,2021-01-31,68.2
city,Honolulu,driving,NA,Hawaii,United States,2021-02-01,73.74
city,Honolulu,driving,NA,Hawaii,United States,2021-02-02,72.4
city,Honolulu,driving,NA,Hawaii,United States,2021-02-03,69.89
city,Honolulu,driving,NA,Hawaii,United States,2021-02-04,75.73
city,Honolulu,driving,NA,Hawaii,United States,2021-02-05,86.24
city,Honolulu,driving,NA,Hawaii,United States,2021-02-06,85.78
city,Honolulu,driving,NA,Hawaii,United States,2021-02-07,61.78
city,Honolulu,driving,NA,Hawaii,United States,2021-02-08,73.86
city,Honolulu,driving,NA,Hawaii,United States,2021-02-09,75.27
city,Honolulu,driving,NA,Hawaii,United States,2021-02-10,76.97
city,Honolulu,driving,NA,Hawaii,United States,2021-02-11,81.23
city,Honolulu,driving,NA,Hawaii,United States,2021-02-12,100.93
city,Honolulu,driving,NA,Hawaii,United States,2021-02-13,98.86
city,Honolulu,driving,NA,Hawaii,United States,2021-02-14,87.27
city,Honolulu,driving,NA,Hawaii,United States,2021-02-15,76.42
city,Honolulu,driving,NA,Hawaii,United States,2021-02-16,81.78
city,Honolulu,driving,NA,Hawaii,United States,2021-02-17,80.62
city,Honolulu,driving,NA,Hawaii,United States,2021-02-18,80.43
city,Honolulu,driving,NA,Hawaii,United States,2021-02-19,91.2
city,Honolulu,driving,NA,Hawaii,United States,2021-02-20,92.54
city,Honolulu,driving,NA,Hawaii,United States,2021-02-21,74.5
city,Honolulu,driving,NA,Hawaii,United States,2021-02-22,79.04
city,Honolulu,driving,NA,Hawaii,United States,2021-02-23,79.87
city,Honolulu,driving,NA,Hawaii,United States,2021-02-24,84.28
city,Honolulu,driving,NA,Hawaii,United States,2021-02-25,83.75
