geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-19,116.43
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-20,116.43
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-21,124.86
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-22,147.66
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-23,167.63
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-24,123.64
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-25,111.84
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-26,114.07
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-27,112.64
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-28,120.25
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-29,144.12
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-30,168.87
county,Belknap County,driving,NA,New Hampshire,United States,2021-01-31,133.63
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-01,100.12
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-02,70.91
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-03,117.85
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-04,126.42
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-05,149.84
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-06,181.36
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-07,120.77
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-08,109.97
county,Belknap County,driving,NA,New Hampshire,United States,2021-02-09,97.55
